ERROR 2018-10-24 11:33:42,487 exception 80 Invalid HTTP_HOST header: '127.0.0.1:8000'. You may need to add '127.0.0.1' to ALLOWED_HOSTS.
INFO 2018-10-26 16:41:13,342 basehttp 124 "GET /mobiles/17607162138/count/ HTTP/1.1" 200 41
INFO 2018-10-26 16:41:13,345 basehttp 124 "GET /usernames/12246y/count/ HTTP/1.1" 200 31
ERROR 2018-10-26 16:41:13,488 exceptions 25 [<users.views.UserCreateView object at 0x7f3c1414a860>] (1062, "Duplicate entry '17607162138' for key 'mobile'")
ERROR 2018-10-26 16:41:13,490 basehttp 124 "POST /users/ HTTP/1.1" 507 35
INFO 2018-10-26 17:19:25,143 basehttp 124 "GET /mobiles/17607162138/count/ HTTP/1.1" 200 41
INFO 2018-10-26 17:19:25,207 basehttp 124 "GET /sms_code/17607162138/ HTTP/1.1" 200 16
INFO 2018-10-26 17:19:44,151 basehttp 124 "GET /mobiles/17607162138/count/ HTTP/1.1" 200 41
INFO 2018-10-26 17:19:44,161 basehttp 124 "OPTIONS /users/ HTTP/1.1" 200 0
INFO 2018-10-26 17:19:44,177 basehttp 124 "GET /usernames/12246y/count/ HTTP/1.1" 200 31
ERROR 2018-10-26 17:19:44,324 exceptions 25 [<users.views.UserCreateView object at 0x7f7b25e70c50>] (1062, "Duplicate entry '17607162138' for key 'mobile'")
ERROR 2018-10-26 17:19:44,326 basehttp 124 "POST /users/ HTTP/1.1" 507 35
INFO 2018-10-28 09:45:19,666 basehttp 124 "GET /usernames/12246y/count/ HTTP/1.1" 200 31
INFO 2018-10-28 09:45:33,321 basehttp 124 "GET /usernames/12246y/count/ HTTP/1.1" 200 31
INFO 2018-10-28 09:47:03,391 basehttp 124 "GET /mobiles/17607162138/count/ HTTP/1.1" 200 41
INFO 2018-10-28 09:47:03,433 basehttp 124 "GET /mobiles/17607162138/count/ HTTP/1.1" 200 41
INFO 2018-10-28 09:48:14,098 basehttp 124 "GET /mobiles/17607162137/count/ HTTP/1.1" 200 41
INFO 2018-10-28 09:50:19,686 basehttp 124 "GET /usernames/12246y/count/ HTTP/1.1" 200 31
INFO 2018-10-28 09:50:47,892 basehttp 124 "GET /mobiles/17607162138/count/ HTTP/1.1" 200 41
INFO 2018-10-28 09:50:47,930 basehttp 124 "GET /mobiles/17607162138/count/ HTTP/1.1" 200 41
ERROR 2018-10-28 09:50:47,939 exceptions 25 [<verifications.views.SMSCodeView object at 0x7f24d520d2b0>] Command # 1 (SETEX sms_code_17607162138 300 123456) of pipeline caused error: MISCONF Redis is configured to save RDB snapshots, but it is currently not able to persist on disk. Commands that may modify the data set are disabled, because this instance is configured to report errors during writes if RDB snapshotting fails (stop-writes-on-bgsave-error option). Please check the Redis logs for details about the RDB error.
ERROR 2018-10-28 09:50:47,940 basehttp 124 "GET /sms_code/17607162138/ HTTP/1.1" 507 35
INFO 2018-10-28 09:53:54,032 basehttp 124 "GET /mobiles/17607162138/count/ HTTP/1.1" 200 41
INFO 2018-10-28 09:53:54,109 basehttp 124 "GET /sms_code/17607162138/ HTTP/1.1" 200 16
INFO 2018-10-28 09:54:07,635 basehttp 124 "OPTIONS /users/ HTTP/1.1" 200 0
INFO 2018-10-28 09:54:07,638 basehttp 124 "GET /usernames/12246y/count/ HTTP/1.1" 200 31
INFO 2018-10-28 09:54:07,652 basehttp 124 "GET /mobiles/17607162138/count/ HTTP/1.1" 200 41
INFO 2018-10-28 09:54:07,785 basehttp 124 "POST /users/ HTTP/1.1" 201 225
INFO 2018-10-28 09:57:48,990 basehttp 124 "OPTIONS /authorizations/ HTTP/1.1" 200 0
WARNING 2018-10-28 09:57:49,082 basehttp 124 "POST /authorizations/ HTTP/1.1" 400 67
INFO 2018-10-28 09:58:08,957 basehttp 124 "POST /authorizations/ HTTP/1.1" 200 207
WARNING 2018-10-28 09:59:08,529 basehttp 124 "POST /authorizations/ HTTP/1.1" 400 67
INFO 2018-10-28 10:16:50,087 basehttp 124 "OPTIONS /authorizations/ HTTP/1.1" 200 0
WARNING 2018-10-28 10:16:50,219 basehttp 124 "POST /authorizations/ HTTP/1.1" 400 67
INFO 2018-10-28 10:20:56,816 basehttp 124 "POST /authorizations/ HTTP/1.1" 200 207
INFO 2018-10-28 11:24:26,009 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 13:55:20,121 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
ERROR 2018-10-28 13:59:55,109 qq_sdk 59 code=None msg=None
ERROR 2018-10-28 13:59:55,111 exception 135 Internal Server Error: /oauth/qq/user/
Traceback (most recent call last):
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/views/decorators/csrf.py", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 495, in dispatch
    response = self.handle_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 455, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 492, in dispatch
    response = handler(request, *args, **kwargs)
  File "/home/python/Desktop/meiduo/meiduo111/meiduo111/apps/oauth/views.py", line 33, in get
    token = oauthqq.get_access_token(code)
  File "/home/python/Desktop/meiduo/meiduo111/meiduo111/apps/oauth/qq_sdk.py", line 60, in get_access_token
    raise Exception('获取access token失败')
Exception: 获取access token失败
ERROR 2018-10-28 13:59:55,369 basehttp 124 "GET /oauth/qq/user/?code=53807325E0814592F05DAB0264FF0055 HTTP/1.1" 500 17592
ERROR 2018-10-28 14:33:57,896 qq_sdk 59 code=None msg=None
ERROR 2018-10-28 14:33:57,897 exception 135 Internal Server Error: /oauth/qq/user/
Traceback (most recent call last):
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/views/decorators/csrf.py", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 495, in dispatch
    response = self.handle_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 455, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 492, in dispatch
    response = handler(request, *args, **kwargs)
  File "/home/python/Desktop/meiduo/meiduo111/meiduo111/apps/oauth/views.py", line 34, in get
    token = oauthqq.get_access_token(code)
  File "/home/python/Desktop/meiduo/meiduo111/meiduo111/apps/oauth/qq_sdk.py", line 60, in get_access_token
    raise Exception('获取access token失败')
Exception: 获取access token失败
ERROR 2018-10-28 14:33:57,966 basehttp 124 "GET /oauth/qq/user/?code=53807325E0814592F05DAB0264FF0055 HTTP/1.1" 500 17592
ERROR 2018-10-28 14:34:09,332 qq_sdk 59 code=None msg=None
ERROR 2018-10-28 14:34:09,332 exception 135 Internal Server Error: /oauth/qq/user/
Traceback (most recent call last):
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/views/decorators/csrf.py", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 495, in dispatch
    response = self.handle_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 455, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 492, in dispatch
    response = handler(request, *args, **kwargs)
  File "/home/python/Desktop/meiduo/meiduo111/meiduo111/apps/oauth/views.py", line 34, in get
    token = oauthqq.get_access_token(code)
  File "/home/python/Desktop/meiduo/meiduo111/meiduo111/apps/oauth/qq_sdk.py", line 60, in get_access_token
    raise Exception('获取access token失败')
Exception: 获取access token失败
ERROR 2018-10-28 14:34:09,378 basehttp 124 "GET /oauth/qq/user/?code=53807325E0814592F05DAB0264FF0055 HTTP/1.1" 500 17592
INFO 2018-10-28 14:34:40,745 basehttp 124 "OPTIONS /authorizations/ HTTP/1.1" 200 0
INFO 2018-10-28 14:34:40,846 basehttp 124 "POST /authorizations/ HTTP/1.1" 200 207
INFO 2018-10-28 14:34:58,485 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 14:35:29,189 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 14:35:44,908 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 14:35:46,343 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 14:36:06,635 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
ERROR 2018-10-28 14:57:38,665 qq_sdk 59 code=None msg=None
ERROR 2018-10-28 14:57:38,666 exception 135 Internal Server Error: /oauth/qq/user/
Traceback (most recent call last):
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/views/decorators/csrf.py", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
